model,split,seed,condition,i,target,prediction,correct
Qwen/Qwen3.8-27B,GeneID,1,hard_no_path,16,,No supported path,1
Qwen/Qwen3.8-27B,GeneID,1,hard_no_path,17,,No supported path,1
Qwen/Qwen3.8-27B,GeneID,1,hard_no_path,18,,No supported path,1
Qwen/Qwen3.8-27B,GeneID,1,hard_no_path,19,,No supported path,1
Qwen/Qwen3.8-27B,GeneID,1,hard_no_path,20,,No supported path,1
Qwen/Qwen3.8-27B,GeneID,1,hard_no_path,21,,No supported path,1
Qwen/Qwen3.8-27B,GeneID,1,hard_no_path,22,,No supported path,1
Qwen/Qwen3.8-27B,GeneID,1,hard_no_path,23,,No supported path,1
Qwen/Qwen3.8-27B,GeneID,1,hard_no_path,24,,No supported path,1
Qwen/Qwen3.8-27B,GeneID,1,hard_no_path,25,,No supported path,1
Qwen/Qwen3.8-27B,GeneID,1,hard_no_path,26,,No supported path,1
Qwen/Qwen3.8-27B,GeneID,1,hard_no_path,27,,No supported path,1
Qwen/Qwen3.8-27B,GeneID,1,hard_no_path,28,,No supported path,1
Qwen/Qwen3.8-27B,GeneID,1,hard_no_path,29,,No supported path,1
Qwen/Qwen3.8-27B,GeneID,1,hard_no_path,30,,No supported path,1
Qwen/Qwen3.8-27B,GeneID,1,hard_no_path,31,,No supported path,1
Qwen/Qwen3.8-27B,GeneID,1,hard_no_path,32,,No supported path,1
Qwen/Qwen3.8-27B,GeneID,1,hard_no_path,33,,No supported path,1
Qwen/Qwen3.8-27B,GeneID,1,hard_no_path,34,,No supported path,1
Qwen/Qwen3.8-27B,GeneID,1,hard_no_path,35,,No supported path,1
Qwen/Qwen3.8-27B,GeneID,1,hard_no_path,36,,No supported path,1
Qwen/Qwen3.8-27B,GeneID,1,hard_no_path,37,,No supported path,1
Qwen/Qwen3.8-27B,GeneID,1,hard_no_path,38,,No supported path,1
Qwen/Qwen3.8-27B,GeneID,1,hard_no_path,39,,No supported path,1
Qwen/Qwen3.8-27B,GeneID,1,hard_no_path,40,,No supported path,1
Qwen/Qwen3.8-27B,GeneID,1,hard_no_path,41,,No supported path,1
Qwen/Qwen3.8-27B,GeneID,1,hard_no_path,42,,No supported path,1
Qwen/Qwen3.8-27B,GeneID,1,hard_no_path,43,,No supported path,1
Qwen/Qwen3.8-27B,GeneID,1,hard_no_path,44,,No supported path,1
Qwen/Qwen3.8-27B,GeneID,1,hard_no_path,45,,No supported path,1
Qwen/Qwen3.8-27B,GeneID,1,hard_no_path,46,,No supported path,1
Qwen/Qwen3.8-27B,GeneID,1,hard_no_path,47,,No supported path,1
Qwen/Qwen3.8-27B,GeneID,1,hard_no_path,48,,No supported path,1
Qwen/Qwen3.8-27B,GeneID,1,hard_no_path,49,,No supported path,1
Qwen/Qwen3.8-27B,DiseaseID,1,clean,0,Drug Hypersensitivity,Drug Hypersensitivity,1
Qwen/Qwen3.8-27B,DiseaseID,1,clean,1,Asthma,Asthma,1
Qwen/Qwen3.8-27B,DiseaseID,1,clean,2,Cerebral Hemorrhage,Cerebral Hemorrhage,1
Qwen/Qwen3.8-27B,DiseaseID,1,clean,3,Ichthyosis Bullosa of Siemens,Ichthyosis Bullosa of Siemens,1
Qwen/Qwen3.8-27B,DiseaseID,1,clean,4,"Arthritis, Rheumatoid","Arthritis, Rheumatoid",1
Qwen/Qwen3.8-27B,DiseaseID,1,clean,5,Chromosome Aberrations,No supported path.,0
Qwen/Qwen3.8-27B,DiseaseID,1,clean,6,Obesity,Obesity,1
Qwen/Qwen3.8-27B,DiseaseID,1,clean,7,"Diabetes Mellitus, Experimental","Diabetes Mellitus, Experimental",1
Qwen/Qwen3.8-27B,DiseaseID,1,clean,8,"Micronuclei, Chromosome-Defective",No supported path.,0
Qwen/Qwen3.8-27B,DiseaseID,1,clean,9,"Arthritis, Rheumatoid","Arthritis, Rheumatoid",1
Qwen/Qwen3.8-27B,DiseaseID,1,clean,10,Fatty Liver,Fatty Liver,1
Qwen/Qwen3.8-27B,DiseaseID,1,clean,11,"Osteoporosis, Postmenopausal","Osteoporosis, Postmenopausal",1
Qwen/Qwen3.8-27B,DiseaseID,1,clean,12,Postoperative Pain,Postoperative Pain,1
Qwen/Qwen3.8-27B,DiseaseID,1,clean,13,Urologic Neoplasms,Urologic Neoplasms,1
Qwen/Qwen3.8-27B,DiseaseID,1,clean,14,Stomach Neoplasms,Stomach Neoplasms,1
Qwen/Qwen3.8-27B,DiseaseID,1,clean,15,"Pulmonary Disease, Chronic Obstructive","Pulmonary Disease, Chronic Obstructive",1
Qwen/Qwen3.8-27B,DiseaseID,1,clean,16,Fibrosis,Fibrosis,1
Qwen/Qwen3.8-27B,DiseaseID,1,clean,17,Precursor Cell Lymphoblastic Leukemia-Lymphoma,Precursor Cell Lymphoblastic Leukemia-Lymphoma,1
Qwen/Qwen3.8-27B,DiseaseID,1,clean,18,Cardiomyopathies,Cardiomyopathies,1
Qwen/Qwen3.8-27B,DiseaseID,1,clean,19,Atherosclerosis,Atherosclerosis,1
Qwen/Qwen3.8-27B,DiseaseID,1,clean,20,Myocardial Infarction,Myocardial Infarction,1
Qwen/Qwen3.8-27B,DiseaseID,1,clean,21,Kearns-Sayre Syndrome,Kearns-Sayre Syndrome,1
Qwen/Qwen3.8-27B,DiseaseID,1,clean,22,Mesothelioma,Mesothelioma,1
Qwen/Qwen3.8-27B,DiseaseID,1,clean,23,Kearns-Sayre Syndrome,Kearns-Sayre Syndrome,1
Qwen/Qwen3.8-27B,DiseaseID,1,clean,24,Acute Kidney Injury,Acute Kidney Injury,1
Qwen/Qwen3.8-27B,DiseaseID,1,clean,25,Liver Neoplasms,Liver Neoplasms,1
Qwen/Qwen3.8-27B,DiseaseID,1,clean,26,"Arthritis, Rheumatoid","Arthritis, Rheumatoid",1
Qwen/Qwen3.8-27B,DiseaseID,1,clean,27,Atrophy,Atrophy,1
Qwen/Qwen3.8-27B,DiseaseID,1,clean,28,"Diabetes Mellitus, Experimental","Diabetes Mellitus, Experimental",1
Qwen/Qwen3.8-27B,DiseaseID,1,clean,29,Hemolytic-Uremic Syndrome,Hemolytic-Uremic Syndrome,1
